Content_ID,Title,Content_Type,Category,Jurisdiction,Risk_Class,Batch,Current_CMS_Status,Editorial_PreCertification,Math_Certification,Methodology_Certification,Source_Verification_Status,Human_Editorial_Decision,Human_Editorial_Reviewer,Human_Editorial_Decision_At,Editorial_Notes,Human_Compliance_Required,Human_Compliance_Decision,Human_Compliance_Reviewer,Human_Compliance_Decision_At,Compliance_Notes,Author_Status,CTA_Status,Video_Status,Final_R1_7D_Status,Blocking_Issues,NonBlocking_Issues
EX-012,How FHIP Measures Retirement Readiness,fhip_explainer,,global,GREEN,10,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,"MATCHES_PRODUCTION (R1.7C, code unchanged since -- reused)",N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
VID-007,Financial Resilience: Can Your Finances Absorb a Shock?,video,,global,GREEN,12,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; VIDEO_SCRIPT_READY_AWAITING_YOUTUBE -- cannot be published as a Resource until real @GKTC metadata exists; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
GLO-002,Liability,glossary,,global,GREEN,12,draft,PASS (R1.7C structural+pattern-scan; sample-checked),N/A,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
GLO-005,Net Income,glossary,,global,GREEN,13,draft,PASS (R1.7C structural+pattern-scan; sample-checked),N/A,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
GLO-011,Essential Expense,glossary,,global,GREEN,14,draft,PASS (R1.7C structural+pattern-scan; sample-checked),N/A,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
VID-005,How Much Emergency Fund Do You Really Need?,video,,global,GREEN,11,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; VIDEO_SCRIPT_READY_AWAITING_YOUTUBE -- cannot be published as a Resource until real @GKTC metadata exists; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
VID-008,Compounding Explained Visually,video,,global,GREEN,12,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; VIDEO_SCRIPT_READY_AWAITING_YOUTUBE -- cannot be published as a Resource until real @GKTC metadata exists; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
GLO-003,Net Worth,glossary,,global,GREEN,12,draft,PASS (R1.7C structural+pattern-scan; sample-checked),N/A,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
GLO-006,Cash Flow,glossary,,global,GREEN,13,draft,PASS (R1.7C structural+pattern-scan; sample-checked),N/A,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
GLO-015,Liquidity,glossary,,global,GREEN,14,draft,PASS (R1.7C structural+pattern-scan; sample-checked),N/A,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
VID-002,7 Numbers Every Household Should Know,video,,global,GREEN,11,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; VIDEO_SCRIPT_READY_AWAITING_YOUTUBE -- cannot be published as a Resource until real @GKTC metadata exists; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
VID-006,Debt-to-Income Ratio Explained,video,,global,GREEN,12,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; VIDEO_SCRIPT_READY_AWAITING_YOUTUBE -- cannot be published as a Resource until real @GKTC metadata exists; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
GLO-004,Gross Income,glossary,,global,GREEN,13,draft,PASS (R1.7C structural+pattern-scan; sample-checked),N/A,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
GLO-007,Cash Flow Surplus,glossary,,global,GREEN,13,draft,PASS (R1.7C structural+pattern-scan; sample-checked),N/A,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
GLO-010,Variable Expense,glossary,,global,GREEN,14,draft,PASS (R1.7C structural+pattern-scan; sample-checked),N/A,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
GLO-013,Savings Rate,glossary,,global,GREEN,14,draft,PASS (R1.7C structural+pattern-scan; sample-checked),N/A,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
VID-003,Net Worth Explained in 5 Minutes,video,,global,GREEN,11,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; VIDEO_SCRIPT_READY_AWAITING_YOUTUBE -- cannot be published as a Resource until real @GKTC metadata exists; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
FH-003,Financial Health vs Wealth: What's the Difference?,article,,global,GREEN,01,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
FH-004,Why a High Income Doesn't Automatically Mean Financial Security,article,,global,GREEN,01,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
FH-005,How Often Should You Review Your Financial Position?,guide,,global,GREEN,01,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
NW-004,What Does Negative Net Worth Mean?,article,,global,GREEN,04,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
GL-001,How to Turn Financial Dreams into Measurable Goals,guide,,global,GREEN,04,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
IN-001,Saving vs Investing: When Does Each Make Sense?,article,,global,GREEN,05,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
NW-002,Assets vs Liabilities: The Building Blocks of Net Worth,article,,global,GREEN,04,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
IN-003,Risk and Return: Why They Usually Move Together,article,,global,GREEN,05,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
IN-005,Asset Allocation Explained,article,,global,GREEN,05,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
RAU-002,How Superannuation Contributions Build Retirement Savings,article,,australia,AMBER,06,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,N/A,"VERIFIED_CURRENT (direct WebSearch, R1.7C+R1.7D)",NOT_REVIEWED,,,,YES,NOT_REVIEWED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
RAU-001,Superannuation Explained for Beginners,article,,australia,AMBER,06,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,N/A,"VERIFIED_CURRENT (direct WebSearch, R1.7C+R1.7D)",NOT_REVIEWED,,,,YES,NOT_REVIEWED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
SB-003,"Understanding Savings, Debt and Liquidity Ratios Together",article,,global,GREEN,08,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
FC-001,Why Financial Forecasting Matters,article,,global,GREEN,07,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,N/A,N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
CB-001,Understanding Your Financial Life Across Australia and India,article,,australia_india_cross_border,AMBER,08,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,N/A,NOT_APPLICABLE -- no date-sensitive claim in draft,NOT_REVIEWED,,,,YES,NOT_REVIEWED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)
EX-002,How FHIP Calculates Cash Flow Surplus,fhip_explainer,,global,GREEN,09,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,"MATCHES_PRODUCTION (R1.7C, code unchanged since -- reused)",N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
EX-007,How FHIP Measures Financial Resilience,fhip_explainer,,global,GREEN,09,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,"MATCHES_PRODUCTION (R1.7C, code unchanged since -- reused)",N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
EX-010,How FHIP Measures Goal Readiness,fhip_explainer,,global,GREEN,10,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,"MATCHES_PRODUCTION (R1.7C, code unchanged since -- reused)",N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
EX-003,How FHIP Calculates Savings Rate,fhip_explainer,,global,GREEN,09,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,"MATCHES_PRODUCTION (R1.7C, code unchanged since -- reused)",N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
EX-009,How to Read the FHIP Financial Health Score,fhip_explainer,,global,GREEN,10,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,"MATCHES_PRODUCTION (R1.7C, code unchanged since -- reused)",N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
EX-008,How FHIP Calculates the Financial Health Score,fhip_explainer,,global,GREEN,10,draft,PASS (R1.7C structural+pattern-scan; sample-checked),NO_NUMERIC_EXAMPLE_OR_NOT_RECOMPUTED,"MATCHES_PRODUCTION (R1.7C, code unchanged since -- reused)",N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
EX-011,How FHIP Tracks Goal Funding Progress,fhip_explainer,,global,GREEN,10,draft,PASS (R1.7C structural+pattern-scan; sample-checked),INDEPENDENTLY_RECOMPUTED_CORRECT,"MATCHES_PRODUCTION (R1.7C, code unchanged since -- reused)",N/A,NOT_REVIEWED,,,,NO,NOT_REQUIRED,,,,NEEDS_AUTHOR_ASSIGNMENT,CTA_MAPPING_REQUIRED,N/A,STAGE_A_ONLY -- awaiting Product Owner decision,None,"internal-instruction-leak item(s) pending Product Owner disposition, see p0-internal-instruction-leak-review.csv; CTA_MAPPING_REQUIRED (resource_ctas empty); NEEDS_AUTHOR_ASSIGNMENT (author_id null)"
