Content_ID,Title,Content_Type,Batch,Jurisdiction,Risk_Class,CMS_Record_Found,CMS_Status,CMS_Private,CMS_Indexable,Published_At,Structured_Content_Present,Excerpt_Present,Word_Count,Reading_Time,Editorial_Result,Terminology_Result,Math_Result,Official_Source_Required,Official_Source_Result,Official_Source_Verified_At,FHIP_Methodology_Required,FHIP_Methodology_Result,Calculation_Version_or_Code_Reference,Related_Content_Result,Related_Content_Count,CTA_Result,Author_Result,Admin_Render_Result,Public_Security_Result,Second_Apply_Result,Readiness_State,Open_Issues,Reviewer_Notes
IN-001,Saving vs Investing: When Does Each Make Sense?,Article,05,Global,GREEN,YES,draft,YES,NO,,YES,YES,1358,7 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
IN-002,Investment Risk Explained in Plain English,Article,05,Global,GREEN,YES,draft,YES,NO,,YES,YES,1343,7 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
IN-003,Risk and Return: Why They Usually Move Together,Article,05,Global,GREEN,YES,draft,YES,NO,,YES,YES,1262,6 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
IN-004,Diversification Explained,Article,05,Global,GREEN,YES,draft,YES,NO,,YES,YES,1204,6 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
IN-005,Asset Allocation Explained,Article,05,Global,GREEN,YES,draft,YES,NO,,YES,YES,1314,7 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
RAU-001,Superannuation Explained for Beginners,Article,06,Australia,AMBER,YES,draft,YES,NO,,YES,YES,1382,7 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,YES,VERIFIED_CURRENT,2026-08-20,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"PASS -- live authenticated Admin editor+preview QA 2026-08-21, found+fixed a real CTA-instruction leak (see p0-change-log.csv), 15/15 responsive cells pass, no other corruption","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_AND_COMPLIANCE_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
RAU-002,How Superannuation Contributions Build Retirement Savings,Article,06,Australia,AMBER,YES,draft,YES,NO,,YES,YES,1284,6 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,YES,VERIFIED_CURRENT,2026-08-20,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"PASS -- live authenticated Admin editor+preview QA 2026-08-21, found+fixed a real CTA-instruction leak (see p0-change-log.csv), 15/15 responsive cells pass, no other corruption","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_AND_COMPLIANCE_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
RAU-003,Understanding Retirement Readiness in Australia,Guide,06,Australia,AMBER,YES,draft,YES,NO,,YES,YES,1764,9 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,YES,VERIFIED_VIA_SEARCH_AGGREGATION (direct fetch blocked by sandbox network),2026-08-21,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_AND_COMPLIANCE_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
RIN-001,EPF Explained for Beginners,Article,06,India,AMBER,YES,draft,YES,NO,,YES,YES,1233,6 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,YES,VERIFIED_VIA_SEARCH_AGGREGATION (direct fetch blocked by sandbox network),2026-08-21,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"PASS -- live authenticated Admin editor+preview QA 2026-08-21, found+fixed a real CTA-instruction leak (see p0-change-log.csv), 15/15 responsive cells pass, no other corruption","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_AND_COMPLIANCE_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
RIN-002,PPF Explained for Beginners,Article,06,India,AMBER,YES,draft,YES,NO,,YES,YES,1216,6 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,YES,VERIFIED_VIA_SEARCH_AGGREGATION (direct fetch blocked by sandbox network),2026-08-21,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_AND_COMPLIANCE_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
RIN-003,NPS Explained for Beginners,Article,06,India,AMBER,YES,draft,YES,NO,,YES,YES,1459,7 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,YES,"SOURCE_VERIFICATION_REQUIRED (PFRDA 2026 exit-rule amendment confirmed to exist, not yet read in full)",2026-08-21,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",SOURCE_VERIFICATION_REQUIRED,PFRDA 2026 exit/annuitisation amendment needs full text read before publication,"Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
IP-001,Why Insurance Is Part of Financial Health,Article,07,Global,AMBER,YES,draft,YES,NO,,YES,YES,1550,8 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,YES,NOT_APPLICABLE (no date-sensitive claim),2026-08-20,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_AND_COMPLIANCE_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
IP-002,Life Insurance Explained in Plain English,Article,07,Global,AMBER,YES,draft,YES,NO,,YES,YES,1530,8 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,YES,NOT_APPLICABLE (no date-sensitive claim),2026-08-20,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_AND_COMPLIANCE_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
DN-001,Why Financial Decisions Aren't Just About Mathematics,Article,07,Global,GREEN,YES,draft,YES,NO,,YES,YES,1380,7 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
FC-001,Why Financial Forecasting Matters,Article,07,Global,GREEN,YES,draft,YES,NO,,YES,YES,1288,6 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
FC-002,Forecast vs Prediction: What's the Difference?,Article,07,Global,GREEN,YES,draft,YES,NO,,YES,YES,1218,6 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
FC-003,How Future Net Worth Can Be Estimated,Article,07,Global,GREEN,YES,draft,YES,NO,,YES,YES,1639,8 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
CB-001,Understanding Your Financial Life Across Australia and India,Article,08,Australia-India Cross-Border,AMBER,YES,draft,YES,NO,,YES,YES,1578,8 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,YES,NOT_APPLICABLE (illustrative FX only),2026-08-20,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_AND_COMPLIANCE_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
CB-002,AUD and INR Currency Risk Explained,Article,08,Australia-India Cross-Border,AMBER,YES,draft,YES,NO,,YES,YES,1417,7 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,YES,NOT_APPLICABLE (illustrative FX only),2026-08-20,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_AND_COMPLIANCE_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
SB-001,What Is a Financial Health Score?,Article,08,Global,GREEN,YES,draft,YES,NO,,YES,YES,1357,7 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
SB-002,Why One Score Cannot Describe Your Entire Financial Position,Article,08,Global,GREEN,YES,draft,YES,NO,,YES,YES,1277,6 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
SB-003,"Understanding Savings, Debt and Liquidity Ratios Together",Article,08,Global,GREEN,YES,draft,YES,NO,,YES,YES,1340,7 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-001,How FHIP Calculates Net Worth,FHIP Explainer,08,Global,GREEN,YES,draft,YES,NO,,YES,YES,1629,8 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,YES,MATCHES_PRODUCTION,lib/engines/dashboard.ts:computeDashboard(),NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"PASS -- live authenticated Admin editor+preview QA 2026-08-21, found+fixed a real CTA-instruction leak (see p0-change-log.csv), 15/15 responsive cells pass, no other corruption","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-002,How FHIP Calculates Cash Flow Surplus,FHIP Explainer,09,Global,GREEN,YES,draft,YES,NO,,YES,YES,1044,5 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,YES,MATCHES_PRODUCTION,lib/engines/dashboard.ts:computeDashboard(),CERTIFIED,1,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-003,How FHIP Calculates Savings Rate,FHIP Explainer,09,Global,GREEN,YES,draft,YES,NO,,YES,YES,1000,5 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,YES,MATCHES_PRODUCTION,lib/engines/dashboard.ts:computeDashboard(),NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
